PHONE_TYPE,RAM_STORAGE,NAIRA_PRICE,CITY,STATE,PHONE_CONDITION
Apple iPhone XR 64 GB White,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Red,NA,270000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
Apple iPhone 6s 128 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 7 Plus 128 GB Gold,NA,105000,Ikeja,Lagos State,Used
Apple iPhone 12 Pro Max 128 GB Gold,NA,475000,Ikeja,Lagos State,Used
New Google Pixel 5a 5G 128 GB Green,NA,230000,Wuse 2,Abuja (FCT) State,Brand New
Apple iPhone 12 Pro 128 GB Silver,NA,380000,Ikeja,Lagos State,Used
New Apple iPhone 7 128 GB Red,NA,79000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,230000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Black,NA,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 64 GB Red,NA,245000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Red,NA,275000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Yellow,NA,160000,Akure,Ondo State,Used
Huawei Y9 2019 64 GB,NA,42000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Green,NA,240000,Ikeja,Lagos State,Used
New Apple iPhone 11 Pro Max 256 GB Green,NA,450000,Ikeja,Lagos State,Brand New
Apple iPhone 11 128 GB Green,NA,255000,Ibadan,Oyo State,Used
Apple iPhone 7 32 GB Black,NA,70000,Oyigbo,Rivers State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
New Apple iPhone 7 32 GB Pink,NA,75000,Port-Harcourt,Rivers State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone X 256 GB Black,NA,180000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Green,NA,230000,Ikeja,Lagos State,Used
Apple iPhone 13 Pro Max 512 GB Blue,NA,720000,Ikeja,Lagos State,Used
Apple iPhone 6s Plus 32 GB White,NA,70000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro Max 64 GB Green,NA,315000,Ibadan,Oyo State,Used
Apple iPhone 12 Pro Max 128 GB Gold,NA,510000,Uyo,Akwa Ibom State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Green,NA,200000,Akure,Ondo State,Used
Apple iPhone 7 Plus 128 GB Gold,NA,105000,Ido,Oyo State,Used
Apple iPhone 7 32 GB Black,NA,60000,Eleme,Rivers State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,154000,Ibadan,Oyo State,Used
New Apple iPhone 7 32 GB Black,NA,75000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB Black,NA,175000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone XR 64 GB Red,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Red,NA,230000,Uyo,Akwa Ibom State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,NA,160000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Eleme,Rivers State,Used
Apple iPhone XS Max 64 GB Gold,NA,210000,Eleme,Rivers State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,NA,580000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 Pro Max 128 GB Blue,NA,750000,Ikeja,Lagos State,Brand New
Apple iPhone 11 Pro Max 64 GB Gold,NA,340000,Ikeja,Lagos State,Used
Apple iPhone 12 64 GB White,NA,325000,Ikeja,Lagos State,Used
Apple iPhone 14 Pro Max 128 GB Black,NA,970000,Ilorin West,Kwara State,Used
New Apple iPhone 14 Pro Max 512 GB Black,NA,1075000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 128 GB White,NA,479000,Yaba,Lagos State,Brand New
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
Apple iPhone 13 128 GB White,NA,465000,Ibadan,Oyo State,Used
Apple iPhone XS 64 GB Black,NA,165000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 8 Plus 64 GB Black,NA,130000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 32 GB Black,NA,60000,Ikwerre,Rivers State,Used
Apple iPhone 6s 64 GB Silver,NA,65000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,185000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,230000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Purple,NA,220000,Akure,Ondo State,Used
Apple iPhone 8 Plus 64 GB Red,NA,135000,Ibadan,Oyo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Rose Gold,NA,79000,Port-Harcourt,Rivers State,Brand New
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Black,NA,77000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Green,NA,235000,Ikeja,Lagos State,Used
Apple iPhone XS Max 256 GB Gold,NA,270000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Gold,NA,215000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro Max 64 GB Gold,NA,350000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone XR 64 GB Red,NA,160000,Ilorin East,Kwara State,Used
Apple iPhone 11 64 GB White,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Green,NA,260000,Abule Egba,Lagos State,Used
Apple iPhone XR 64 GB Orange,NA,170000,Eleme,Rivers State,Used
Apple iPhone 11 64 GB Red,NA,260000,Port-Harcourt,Rivers State,Used
Apple iPhone 8 Plus 64 GB Gold,NA,120000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Purple,NA,220000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Rose Gold,NA,79000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB,NA,158000,Ibadan,Oyo State,Used
Apple iPhone 11 64 GB Purple,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 7 128 GB Black,NA,60000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,180000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Green,NA,220000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
Apple iPhone 6s 128 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 13 Pro Max 128 GB Green,NA,745000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro Max 256 GB,NA,410000,Ikeja,Lagos State,Used
New Apple iPhone 13 Pro Max 256 GB Black,NA,750000,Ikeja,Lagos State,Brand New
Apple iPhone 7 32 GB Black,NA,72000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 32 GB Black,NA,85000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Black,NA,215000,Akure,Ondo State,Used
Apple iPhone 12 64 GB Blue,NA,275000,Ibadan,Oyo State,Used
Apple iPhone 8 Plus 64 GB Gold,NA,130000,Ibadan,Oyo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Eleme,Rivers State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 12 128 GB Red,NA,350000,Ibadan,Oyo State,Used
Apple iPhone 13 Pro 256 GB Green,NA,595000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,150000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,70000,Ikwerre,Rivers State,Used
Apple iPhone XS Max 64 GB Black,NA,215000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,270000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,75000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,4 GB,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,4 GB,380000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,4 GB,220000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Red,4 GB,180000,Akure,Ondo State,Used
New Apple iPhone 13 Pro 512 GB Gold,4 GB,780000,Ikeja,Lagos State,Brand New
New Google Pixel 7 Pro 128 GB White,4 GB,500000,Ikeja,Lagos State,Brand New
Apple iPhone 12 Pro Max 256 GB White,4 GB,500000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro Max 256 GB Black,4 GB,370000,Warri,Delta State,Used
Apple iPhone XR 64 GB Red,4 GB,180000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 32 GB Rose Gold,4 GB,70000,Ikwerre,Rivers State,Used
Apple iPhone 11 128 GB Red,4 GB,230000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,4 GB,230000,Akure,Ondo State,Used
Apple iPhone 8 Plus 64 GB Gold,4 GB,110000,Uyo,Akwa Ibom State,Used
Apple iPhone XR 64 GB Black,4 GB,170000,Ikeja,Lagos State,Used
New Apple iPhone 7 128 GB Black,4 GB,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB Gold,4 GB,210000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Gray,4 GB,70000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Gold,4 GB,210000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB White,4 GB,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,4 GB,60000,Akure,Ondo State,Used
Apple iPhone XR 128 GB White,4 GB,185000,Ikeja,Lagos State,Used
New Apple iPhone 7 32 GB Gold,4 GB,75000,Port-Harcourt,Rivers State,Brand New
New Tecno Spark 8P 64 GB,4 GB,92000,Wuse 2,Abuja (FCT) State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,140000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Blue,NA,170000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Purple,NA,215000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone XR 64 GB Black,NA,155000,Ikeja,Lagos State,Used
Google Pixel 6a 128 GB Green,NA,190000,Yaba,Lagos State,Used
Apple iPhone 13 Pro Max 128 GB Gray,NA,680000,Ikeja,Lagos State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone XR 128 GB Red,NA,190000,Ibadan,Oyo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Silver,NA,70000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,60000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Yellow,NA,170000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Yellow,NA,180000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Orange,NA,175000,Ibadan,Oyo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Oyigbo,Rivers State,Used
Apple iPhone 7 32 GB Black,NA,60000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 12 64 GB Red,NA,300000,Ibadan,Oyo State,Used
Apple iPhone XS Max 64 GB Gold,NA,220000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone XR 128 GB White,3 GB,205000,Ikeja,Lagos State,Used
Samsung Galaxy S20 128 GB Gray,3 GB,220000,Ikeja,Lagos State,Used
Apple iPhone 13 128 GB Blue,3 GB,470000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Yellow,3 GB,160000,Ondo / Ondo State,Ondo State,Used
Apple iPhone 7 32 GB Black,3 GB,70000,Akure,Ondo State,Used
New Apple iPhone 14 Pro Max 128 GB Black,3 GB,850000,Ikeja,Lagos State,Brand New
Apple iPhone 6s Plus 32 GB,3 GB,80000,Ikeja,Lagos State,Used
Apple iPhone 12 Pro 128 GB Gold,3 GB,420000,Warri,Delta State,Used
Apple iPhone XR 64 GB Orange,3 GB,175000,Port-Harcourt,Rivers State,Used
Apple iPhone 12 Pro Max 128 GB Gold,3 GB,500000,Uyo,Akwa Ibom State,Used
New Apple iPhone 7 128 GB Black,3 GB,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XS 64 GB Gold,3 GB,160000,Oyigbo,Rivers State,Used
Apple iPhone XS 64 GB Gold,3 GB,160000,Akure,Ondo State,Used
New Apple iPhone 7 32 GB Gold,3 GB,75000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 64 GB Purple,3 GB,220000,Akure,Ondo State,Used
Apple iPhone 11 Pro Max 64 GB White,3 GB,341000,Akure,Ondo State,Used
Apple iPhone 12 Pro Max 128 GB Blue,3 GB,480000,Warri,Delta State,Used
Apple iPhone 8 Plus 64 GB Gold,3 GB,120000,Akure,Ondo State,Used
Apple iPhone 13 256 GB Green,3 GB,480000,Ikeja,Lagos State,Used
Apple iPhone X 64 GB White,3 GB,150000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,3 GB,155000,Oyigbo,Rivers State,Used
Apple iPhone 7 32 GB Black,3 GB,75000,Port-Harcourt,Rivers State,Used
Apple iPhone 8 128 GB Black,3 GB,110000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 128 GB White,3 GB,205000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,3 GB,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,3 GB,220000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 128 GB Black,3 GB,115000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro Max 64 GB Green,3 GB,345000,Ikeja,Lagos State,Used
Apple iPhone 13 Pro Max 128 GB Purple,3 GB,630000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Silver,3 GB,240000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB,3 GB,73000,Ibadan,Oyo State,Used
Apple iPhone X 256 GB White,3 GB,190000,Port-Harcourt,Rivers State,Used
New Apple iPhone 7 128 GB Pink,3 GB,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 8 64 GB White,3 GB,80000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,3 GB,230000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Black,3 GB,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB Yellow,3 GB,165000,Akure,Ondo State,Used
New Apple iPhone XR 64 GB White,3 GB,160000,Ikeja,Lagos State,Brand New
Apple iPhone 11 128 GB Red,3 GB,230000,Akure,Ondo State,Used
Apple iPhone 11 Pro Max 64 GB Green,3 GB,285000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone 11 64 GB White,3 GB,220000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,3 GB,220000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Gold,3 GB,160000,Akure,Ondo State,Used
Apple iPhone 7 128 GB Gold,3 GB,79500,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Pink,3 GB,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB White,3 GB,172000,Ikeja,Lagos State,Used
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone 8 Plus 64 GB Gold,NA,120000,Akure,Ondo State,Used
New Apple iPhone 13 Pro Max 128 GB Gold,NA,480000,Ikeja,Lagos State,Brand New
Apple iPhone 7 32 GB White,NA,60000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Black,NA,70000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Blue,NA,150000,Warri,Delta State,Used
Apple iPhone X 64 GB Black,NA,150000,Akure,Ondo State,Used
Apple iPhone X 64 GB White,NA,145000,Oyigbo,Rivers State,Used
Apple iPhone 11 64 GB Red,NA,255000,Aba South,Abia State,Used
Apple iPhone 11 64 GB Yellow,NA,250000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone X 64 GB White,NA,145000,Ibadan,Oyo State,Used
Apple iPhone XS 64 GB Gold,NA,170000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Yellow,NA,160000,Akure,Ondo State,Used
Apple iPhone 14 Pro Max 1 TB,NA,120000,Ikeja,Lagos State,Refurbished
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,140000,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Green,NA,270000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Black,NA,70000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Apple iPhone 8 64 GB Black,NA,85000,Akure,Ondo State,Used
Apple iPhone X 256 GB Black,NA,180000,Akure,Ondo State,Used
Apple iPhone 12 Pro Max 128 GB Black,NA,540000,Ikeja,Lagos State,Used
Apple iPhone 6s Plus 32 GB Gray,NA,72000,Surulere,Lagos State,Used
Apple iPhone SE (2020) 64 GB Black,NA,95000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Black,NA,220000,Oyigbo,Rivers State,Used
New Apple iPhone 7 128 GB Black,NA,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 8 Plus 64 GB Gold,NA,120000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
New Apple iPhone 6s 32 GB Gold,NA,58500,Akure,Ondo State,Brand New
Apple iPhone 7 Plus 32 GB Black,NA,85000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Gold,NA,195000,Oyigbo,Rivers State,Used
Apple iPhone XR 64 GB Yellow,NA,185000,Port-Harcourt,Rivers State,Used
Apple iPhone 12 Pro 128 GB Gray,NA,420000,Osogbo,Osun State,Used
Apple iPhone XS Max 256 GB Gold,NA,170000,Odigbo,Ondo State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,65000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 256 GB Black,NA,195000,Port-Harcourt,Rivers State,Used
Apple iPhone 8 Plus 64 GB Rose Gold,NA,125000,Ibadan,Oyo State,Used
Apple iPhone 11 64 GB Purple,NA,220000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Apple iPhone 8 Plus 64 GB Gold,NA,120000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,NA,175000,Akure,Ondo State,Used
Apple iPhone 6s Plus 32 GB Silver,NA,75000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,235000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 32 GB Black,NA,110000,Ibadan,Oyo State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 8 Plus 64 GB Black,NA,120000,Akure,Ondo State,Used
New Apple iPhone 11 64 GB White,NA,280000,Isolo,Lagos State,Brand New
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone 12 Pro 128 GB Gold,NA,420000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,140000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Red,NA,205000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Red,NA,153000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Red,NA,270000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
New Apple iPhone 7 32 GB Black,NA,75000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB Black,NA,155000,Eleme,Rivers State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Apple iPhone 12 64 GB Purple,NA,350000,Ikeja,Lagos State,Brand New
Apple iPhone 8 Plus 64 GB Gray,NA,140000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Black,NA,75000,Ikeja,Lagos State,Used
Apple iPhone 6s Plus 64 GB Gold,NA,78000,Yaba,Lagos State,Used
Apple iPhone 6s 64 GB Pink,NA,68000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Red,NA,225000,Ondo / Ondo State,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone 11 Pro 256 GB Black,NA,280000,Port-Harcourt,Rivers State,Used
Apple iPhone 12 64 GB Black,NA,299900,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Blue,NA,185000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Obio-Akpor,Rivers State,Used
Apple iPhone 11 64 GB Black,NA,220000,Oyigbo,Rivers State,Used
Huawei Y9 Prime 128 GB,NA,55000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB White,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 Pro 256 GB Black,NA,330000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Red,NA,165000,Surulere,Lagos State,Used
Apple iPhone XR 64 GB Blue,NA,165000,Port-Harcourt,Rivers State,Used
Apple iPhone 13 256 GB White,NA,510000,Port-Harcourt,Rivers State,Used
New Google Pixel 7 Pro 256 GB White,4 GB,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,4 GB,220000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,4 GB,135000,Alimosho,Lagos State,Used
New Apple iPhone 13 Pro 128 GB Gray,4 GB,620000,Agboyi/Ketu,Lagos State,Brand New
New Apple iPhone 13 Pro Max 128 GB Gray,4 GB,650000,Ikeja,Lagos State,Brand New
Apple iPhone 6s 32 GB Silver,4 GB,60000,Ikeja,Lagos State,Used
Apple iPhone 13 128 GB Pink,4 GB,450000,Wuse 2,Abuja (FCT) State,Used
New Apple iPhone 13 Pro Max 256 GB Gray,4 GB,550000,Ethiope East,Delta State,Brand New
Apple iPhone XS Max 64 GB Gold,4 GB,210000,Obio-Akpor,Rivers State,Used
Apple iPhone 11 128 GB Red,4 GB,255000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 32 GB Rose Gold,4 GB,70000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Red,4 GB,78000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 64 GB Black,4 GB,220000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,4 GB,160000,Akure,Ondo State,Used
Apple iPhone XS 64 GB White,4 GB,170000,Ibadan,Oyo State,Used
New Apple iPhone 7 128 GB Black,4 GB,80000,Port-Harcourt,Rivers State,Brand New
New Apple iPhone 14 512 GB,4 GB,730000,Ikeja,Lagos State,Brand New
Apple iPhone 13 128 GB White,4 GB,470000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Black,4 GB,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,4 GB,68000,Oluyole,Oyo State,Used
Apple iPhone 11 64 GB Black,4 GB,220000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,4 GB,160000,Akure,Ondo State,Used
New Apple iPhone 12 128 GB Red,4 GB,400000,Ikeja,Lagos State,Brand New
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,NA,580000,Ikeja,Lagos State,Brand New
Apple iPhone X 64 GB White,NA,160000,Akure,Ondo State,Used
Apple iPhone 6s 128 GB Gold,NA,60000,Akure,Ondo State,Used
Huawei P10 Plus 64 GB Blue,NA,65000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro 256 GB White,NA,325000,Wuse 2,Abuja (FCT) State,Used
New Mobile Phone Black,NA,10000,Ikeja,Lagos State,Brand New
New Apple iPhone XR 64 GB Blue,NA,158000,Ibadan,Oyo State,Brand New
New Apple iPhone 7 32 GB White,NA,75000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 12 64 GB Purple,NA,345000,Ibadan,Oyo State,Used
Apple iPhone 11 128 GB Blue,NA,265000,Ikeja,Lagos State,Used
New Apple iPhone 11 64 GB Gold,NA,350000,Ifako-Ijaiye,Lagos State,Brand New
Apple iPhone 12 64 GB Blue,NA,325000,Port-Harcourt,Rivers State,Used
Apple iPhone 12 64 GB Red,NA,320000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Gold,NA,210000,Oyigbo,Rivers State,Used
Apple iPhone XS Max 64 GB Gold,NA,190000,Wuse,Abuja (FCT) State,Used
